SiteID,LocationName,Date,DepthFrom,Parameter,Value,Sample_Depth
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-07-20T12:00:00Z,NA,TP (mg/m3),21.2,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-08-17T12:00:00Z,NA,TP (mg/m3),23.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-09-13T12:00:00Z,NA,TP (mg/m3),24.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-10-18T12:00:00Z,NA,TP (mg/m3),26.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-11-16T12:00:00Z,NA,TP (mg/m3),19.3,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-12-14T12:00:00Z,NA,TP (mg/m3),19.6,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-01-18T12:00:00Z,NA,TP (mg/m3),41.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-02-15T12:00:00Z,NA,TP (mg/m3),72.1,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-03-15T12:00:00Z,NA,TP (mg/m3),58.7,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-04-19T12:00:00Z,NA,TP (mg/m3),45.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-05-16T12:00:00Z,NA,TP (mg/m3),39.8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-06-20T12:00:00Z,NA,TP (mg/m3),37.4,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-07-21T12:00:00Z,NA,DRP (mg/m3),3.2,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-08-18T12:00:00Z,NA,DRP (mg/m3),1.6,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-09-16T12:00:00Z,NA,DRP (mg/m3),3,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-10-12T12:00:00Z,NA,DRP (mg/m3),3,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-11-16T12:00:00Z,NA,DRP (mg/m3),4,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-12-15T12:00:00Z,NA,DRP (mg/m3),2,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-01-18T12:00:00Z,NA,DRP (mg/m3),6,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-02-16T12:00:00Z,NA,DRP (mg/m3),8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-03-15T12:00:00Z,NA,DRP (mg/m3),2,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-04-21T12:00:00Z,NA,DRP (mg/m3),3.3,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-05-18T12:00:00Z,NA,DRP (mg/m3),2.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-06-14T12:00:00Z,NA,DRP (mg/m3),2.4,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-07-20T12:00:00Z,NA,DRP (mg/m3),3.2,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-08-17T12:00:00Z,NA,DRP (mg/m3),1.8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-09-13T12:00:00Z,NA,DRP (mg/m3),3.4,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-10-18T12:00:00Z,NA,DRP (mg/m3),3.7,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-11-16T12:00:00Z,NA,DRP (mg/m3),3.6,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-12-14T12:00:00Z,NA,DRP (mg/m3),2.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-01-18T12:00:00Z,NA,DRP (mg/m3),14,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-02-15T12:00:00Z,NA,DRP (mg/m3),43.2,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-03-15T12:00:00Z,NA,DRP (mg/m3),24.8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-04-19T12:00:00Z,NA,DRP (mg/m3),18.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-05-16T12:00:00Z,NA,DRP (mg/m3),13.8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-06-20T12:00:00Z,NA,DRP (mg/m3),15.8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-07-21T12:00:00Z,NA,pH,8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-07-21T12:00:00Z,NA,pH,7.7,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-08-18T12:00:00Z,NA,pH,8.03,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-09-16T12:00:00Z,NA,pH,8.02,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-10-12T12:00:00Z,NA,pH,8.12,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-11-16T12:00:00Z,NA,pH,8.26,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-12-15T12:00:00Z,NA,pH,8.76,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-01-18T12:00:00Z,NA,pH,8.53,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-02-16T12:00:00Z,NA,pH,8.13,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-03-15T12:00:00Z,NA,pH,8.38,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-04-21T12:00:00Z,NA,pH,8.1,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-05-18T12:00:00Z,NA,pH,8.12,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-06-14T12:00:00Z,NA,pH,8.02,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-07-20T12:00:00Z,NA,pH,8.08,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-07-20T12:00:00Z,NA,pH,7.9,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-08-17T12:00:00Z,NA,pH,8.2,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-09-13T12:00:00Z,NA,pH,8.01,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-10-18T12:00:00Z,NA,pH,8.37,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-11-16T12:00:00Z,NA,pH,8.31,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-12-14T12:00:00Z,NA,pH,8.42,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-01-18T12:00:00Z,NA,pH,8.47,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-02-15T12:00:00Z,NA,pH,8.05,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-03-15T12:00:00Z,NA,pH,8.22,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-04-19T12:00:00Z,NA,pH,8.09,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-05-16T12:00:00Z,NA,pH,8.01,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-06-20T12:00:00Z,NA,pH,7.93,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-07-21T12:00:00Z,NA,Turb (NTU),2.82,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-08-18T12:00:00Z,NA,Turb (NTU),3.36,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-09-16T12:00:00Z,NA,Turb (NTU),3.7,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-10-12T12:00:00Z,NA,Turb (NTU),0.992,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-11-16T12:00:00Z,NA,Turb (NTU),2.89,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-12-15T12:00:00Z,NA,Turb (NTU),2.25,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-01-18T12:00:00Z,NA,Turb (NTU),0.982,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-02-16T12:00:00Z,NA,Turb (NTU),3.73,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-03-15T12:00:00Z,NA,Turb (NTU),5.46,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-04-21T12:00:00Z,NA,Turb (NTU),2.93,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-05-18T12:00:00Z,NA,Turb (NTU),4.01,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-06-14T12:00:00Z,NA,Turb (NTU),5.12,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-07-20T12:00:00Z,NA,Turb (NTU),2.35,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-08-17T12:00:00Z,NA,Turb (NTU),2.3,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-09-13T12:00:00Z,NA,Turb (NTU),2.41,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-10-18T12:00:00Z,NA,Turb (NTU),3.64,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-11-16T12:00:00Z,NA,Turb (NTU),2.76,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-12-14T12:00:00Z,NA,Turb (NTU),1.49,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-01-18T12:00:00Z,NA,Turb (NTU),2.25,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-02-15T12:00:00Z,NA,Turb (NTU),4.87,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-03-15T12:00:00Z,NA,Turb (NTU),7.07,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-04-19T12:00:00Z,NA,Turb (NTU),6.2,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-05-16T12:00:00Z,NA,Turb (NTU),3.92,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-06-20T12:00:00Z,NA,Turb (NTU),2.42,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-07-21T12:00:00Z,NA,SecchiDepth (m),3.15,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-08-18T12:00:00Z,NA,SecchiDepth (m),2.6,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-09-16T12:00:00Z,NA,SecchiDepth (m),2.25,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-10-12T12:00:00Z,NA,SecchiDepth (m),3.55,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-11-16T12:00:00Z,NA,SecchiDepth (m),28,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2020-12-15T12:00:00Z,NA,SecchiDepth (m),2.6,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-01-18T12:00:00Z,NA,SecchiDepth (m),3.7,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-02-16T12:00:00Z,NA,SecchiDepth (m),2.55,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-03-15T12:00:00Z,NA,SecchiDepth (m),1.8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-04-21T12:00:00Z,NA,SecchiDepth (m),5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-05-18T12:00:00Z,NA,SecchiDepth (m),2.6,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-06-14T12:00:00Z,NA,SecchiDepth (m),2.8,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-07-20T12:00:00Z,NA,SecchiDepth (m),3,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-08-17T12:00:00Z,NA,SecchiDepth (m),3.1,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-09-13T12:00:00Z,NA,SecchiDepth (m),2.85,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-10-18T12:00:00Z,NA,SecchiDepth (m),3,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-11-16T12:00:00Z,NA,SecchiDepth (m),3.6,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2021-12-14T12:00:00Z,NA,SecchiDepth (m),4.1,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-01-18T12:00:00Z,NA,SecchiDepth (m),2.05,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-02-15T12:00:00Z,NA,SecchiDepth (m),2.3,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-03-15T12:00:00Z,NA,SecchiDepth (m),1.9,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-04-19T12:00:00Z,NA,SecchiDepth (m),2.45,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-05-16T12:00:00Z,NA,SecchiDepth (m),2.5,Top
HL030557_INT,Lake Rotoehu at Site 3 (Integrated),2022-06-20T12:00:00Z,NA,SecchiDepth (m),3.55,Top
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-07-21T12:00:00Z,NA,NH4-N (mg/m3),29.9,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-08-18T12:00:00Z,NA,NH4-N (mg/m3),3.3,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-09-16T12:00:00Z,NA,NH4-N (mg/m3),2.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-10-12T12:00:00Z,NA,NH4-N (mg/m3),5,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-11-16T12:00:00Z,NA,NH4-N (mg/m3),173,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-12-14T12:00:00Z,NA,NH4-N (mg/m3),89,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-01-18T12:00:00Z,NA,NH4-N (mg/m3),86,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-02-16T12:00:00Z,NA,NH4-N (mg/m3),35,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-03-15T12:00:00Z,NA,NH4-N (mg/m3),54,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-04-21T12:00:00Z,NA,NH4-N (mg/m3),6.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-05-18T12:00:00Z,NA,NH4-N (mg/m3),1,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-06-14T12:00:00Z,NA,NH4-N (mg/m3),4.8,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-07-20T12:00:00Z,NA,NH4-N (mg/m3),14.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-08-17T12:00:00Z,NA,NH4-N (mg/m3),7.7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-09-13T12:00:00Z,NA,NH4-N (mg/m3),20.7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-10-18T12:00:00Z,NA,NH4-N (mg/m3),5.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-11-16T12:00:00Z,NA,NH4-N (mg/m3),193.1,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-12-14T12:00:00Z,NA,NH4-N (mg/m3),206.9,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-01-18T12:00:00Z,NA,NH4-N (mg/m3),45.5,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-02-15T12:00:00Z,NA,NH4-N (mg/m3),122.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-03-15T12:00:00Z,NA,NH4-N (mg/m3),1.8,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-04-19T12:00:00Z,NA,NH4-N (mg/m3),10.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-05-16T12:00:00Z,NA,NH4-N (mg/m3),33.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-06-20T12:00:00Z,NA,NH4-N (mg/m3),73.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-07-21T12:00:00Z,NA,TN (mg/m3),265.9,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-08-18T12:00:00Z,NA,TN (mg/m3),314.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-09-16T12:00:00Z,NA,TN (mg/m3),280.1,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-10-12T12:00:00Z,NA,TN (mg/m3),292,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-11-16T12:00:00Z,NA,TN (mg/m3),522,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-12-14T12:00:00Z,NA,TN (mg/m3),335,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-01-18T12:00:00Z,NA,TN (mg/m3),400,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-02-16T12:00:00Z,NA,TN (mg/m3),322,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-03-15T12:00:00Z,NA,TN (mg/m3),292,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-04-21T12:00:00Z,NA,TN (mg/m3),269,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-05-18T12:00:00Z,NA,TN (mg/m3),295,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-06-14T12:00:00Z,NA,TN (mg/m3),247.1,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-07-20T12:00:00Z,NA,TN (mg/m3),310,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-08-17T12:00:00Z,NA,TN (mg/m3),314.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-09-13T12:00:00Z,NA,TN (mg/m3),322.7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-10-18T12:00:00Z,NA,TN (mg/m3),274.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-11-16T12:00:00Z,NA,TN (mg/m3),436.7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-12-14T12:00:00Z,NA,TN (mg/m3),477.9,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-01-18T12:00:00Z,NA,TN (mg/m3),360.7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-02-15T12:00:00Z,NA,TN (mg/m3),406.7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-03-15T12:00:00Z,NA,TN (mg/m3),358,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-04-19T12:00:00Z,NA,TN (mg/m3),315.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-05-16T12:00:00Z,NA,TN (mg/m3),270.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-06-20T12:00:00Z,NA,TN (mg/m3),415.1,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-07-21T12:00:00Z,NA,NNN (mg/m3),11.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-08-18T12:00:00Z,NA,NNN (mg/m3),22.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-09-16T12:00:00Z,NA,NNN (mg/m3),1.5,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-10-12T12:00:00Z,NA,NNN (mg/m3),4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-11-16T12:00:00Z,NA,NNN (mg/m3),4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-12-14T12:00:00Z,NA,NNN (mg/m3),2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-01-18T12:00:00Z,NA,NNN (mg/m3),0,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-02-16T12:00:00Z,NA,NNN (mg/m3),6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-03-15T12:00:00Z,NA,NNN (mg/m3),3,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-04-21T12:00:00Z,NA,NNN (mg/m3),1.8,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-05-18T12:00:00Z,NA,NNN (mg/m3),2.3,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-06-14T12:00:00Z,NA,NNN (mg/m3),2.8,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-07-20T12:00:00Z,NA,NNN (mg/m3),15.3,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-08-17T12:00:00Z,NA,NNN (mg/m3),24.3,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-09-13T12:00:00Z,NA,NNN (mg/m3),22.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-10-18T12:00:00Z,NA,NNN (mg/m3),0.8,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-11-16T12:00:00Z,NA,NNN (mg/m3),8.3,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-12-14T12:00:00Z,NA,NNN (mg/m3),6.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-01-18T12:00:00Z,NA,NNN (mg/m3),3.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-02-15T12:00:00Z,NA,NNN (mg/m3),5.8,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-03-15T12:00:00Z,NA,NNN (mg/m3),1.9,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-04-19T12:00:00Z,NA,NNN (mg/m3),1.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-05-16T12:00:00Z,NA,NNN (mg/m3),6.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-06-20T12:00:00Z,NA,NNN (mg/m3),55,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-07-21T12:00:00Z,NA,TP (mg/m3),14.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-08-18T12:00:00Z,NA,TP (mg/m3),17.9,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-09-16T12:00:00Z,NA,TP (mg/m3),26.5,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-10-12T12:00:00Z,NA,TP (mg/m3),26,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-11-16T12:00:00Z,NA,TP (mg/m3),116,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-12-14T12:00:00Z,NA,TP (mg/m3),52,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-01-18T12:00:00Z,NA,TP (mg/m3),110,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-02-16T12:00:00Z,NA,TP (mg/m3),32,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-03-15T12:00:00Z,NA,TP (mg/m3),20,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-04-21T12:00:00Z,NA,TP (mg/m3),19.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-05-18T12:00:00Z,NA,TP (mg/m3),21.7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-06-14T12:00:00Z,NA,TP (mg/m3),15.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-07-20T12:00:00Z,NA,TP (mg/m3),19.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-08-17T12:00:00Z,NA,TP (mg/m3),23.7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-09-13T12:00:00Z,NA,TP (mg/m3),22.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-10-18T12:00:00Z,NA,TP (mg/m3),23.1,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-11-16T12:00:00Z,NA,TP (mg/m3),32.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-12-14T12:00:00Z,NA,TP (mg/m3),58.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-01-18T12:00:00Z,NA,TP (mg/m3),50.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-02-15T12:00:00Z,NA,TP (mg/m3),65.1,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-03-15T12:00:00Z,NA,TP (mg/m3),54.3,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-04-19T12:00:00Z,NA,TP (mg/m3),42.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-05-16T12:00:00Z,NA,TP (mg/m3),32.9,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2022-06-20T12:00:00Z,NA,TP (mg/m3),35.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-07-21T12:00:00Z,NA,DRP (mg/m3),2.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-08-18T12:00:00Z,NA,DRP (mg/m3),1.6,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-09-16T12:00:00Z,NA,DRP (mg/m3),2.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-10-12T12:00:00Z,NA,DRP (mg/m3),2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-11-16T12:00:00Z,NA,DRP (mg/m3),50,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2020-12-14T12:00:00Z,NA,DRP (mg/m3),24,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-01-18T12:00:00Z,NA,DRP (mg/m3),68,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-02-16T12:00:00Z,NA,DRP (mg/m3),7,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-03-15T12:00:00Z,NA,DRP (mg/m3),5,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-04-21T12:00:00Z,NA,DRP (mg/m3),3.2,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-05-18T12:00:00Z,NA,DRP (mg/m3),2.4,Bottom
HL030557_BOT,Lake Rotoehu at Site 3 (Bottom),2021-06-14T12:00:00Z,NA,DRP (mg/m3),1,Bottom
